age,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,annual_income_missing,join_year,join_month,join_day,join_weekday,tenure_days,education_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,good_credit,trans_kmeans,annual_income_scaled,loan_amount_scaled,debt_to_income,avg_monthly_trans,spending_income_ratio,high_credit_risk,loan_burden,spending_log,spending_sqrt,loan_boxcox,income_yj
61.0,1,242065.33,56970.33,638.9,0.0,103.0,46.2,1.0,0.0,2016,11,1,1,3432,1,1,0,0,0,1,0,0,1,0,0,0,2,0.5934327839320238,-0.5987233244594563,0.23535105171717344,17.166666666666668,111834.18246,0,0.0,3.8543938925915096,6.797058187186572,-1.6640451447181444,1.1861054550237289
49.0,0,101194.06,81709.07,637.1,0.0,10.0,36.39,0.0,0.0,2018,6,28,3,2828,3,1,0,1,0,0,0,0,0,0,1,0,1,-0.23170277198343348,-0.5153296410129462,0.8074492712239489,1.6666666666666667,36824.518434,0,0.0,3.6214032889890224,6.032412452742269,-1.053216686496289,-0.002830006382773552
35.0,1,128772.33,245057.41,657.4,2.0,21.0,74.0,0.0,0.0,2016,3,18,4,3660,2,1,0,1,0,0,0,0,0,1,0,0,1,-0.07016656131651336,0.035313591321154,1.9030284689117374,3.5,95291.5242,0,490114.82,4.31748811353631,8.602325267042627,0.5566958266878276,0.3454924025540089
21.0,1,174718.23,25105.14,561.0,5.0,119.0,19.73,1.0,0.0,2021,6,28,0,1732,3,1,0,1,0,0,1,0,0,0,0,0,2,0.19895570711008645,-0.7061400953953608,0.1436892990494255,19.833333333333332,34471.906779000004,1,125525.7,3.0315819264476884,4.441846462902562,-3.2278712964964362,0.7643764892449859
45.0,0,53492.81,574789.0,666.4,2.0,116.0,51.45,0.0,0.0,2015,4,16,3,3997,2,0,1,0,0,0,0,1,0,0,0,0,2,-0.5111067798880418,1.146830662876716,10.745163695630401,19.333333333333332,27522.050745,0,1149578.0,3.9598603348423063,7.172865536171719,1.5833523412957091,-1.004278485318334
27.0,0,131148.18,291893.68,690.7,1.0,29.0,33.91,0.0,0.0,2018,7,1,6,2825,1,0,0,0,0,1,0,0,0,0,1,0,1,-0.05625032196890379,0.19319750433350932,2.2256784653647066,4.833333333333333,44472.347837999994,0,291893.68,3.5527733211169448,5.823229344616267,0.7818727714846458,0.3712745335629327
29.0,0,84070.86,44937.45,502.9,2.0,96.0,46.87,0.0,0.0,2021,6,16,2,1744,2,1,0,1,0,0,1,0,0,0,0,0,2,-0.331999739214946,-0.6392858666774448,0.5345187381152694,16.0,39404.012082,1,89874.9,3.8684890034044175,6.846166810705097,-2.0906941963332755,-0.2817390567334912
44.0,0,164072.3,872352.64,576.3,1.0,10.0,26.62,0.0,0.0,2022,8,6,5,1328,1,1,0,0,0,1,0,1,0,0,0,0,1,0.1365985254875522,2.1499103669906394,5.3168794488447055,1.6666666666666667,43676.04626,1,872352.64,3.318540147981146,5.159457335805772,2.0252666401344803,0.6800317994809522
21.0,2,27547.4,1057980.78,694.0,3.0,13.0,56.59,1.0,0.0,2019,3,18,0,2565,2,0,0,1,0,0,1,0,0,0,0,0,1,-0.6630787206805431,2.775658256572908,38.405830675911126,2.1666666666666665,15589.073660000002,0,3173942.34,4.053348941518581,7.522632517942107,2.2174462468804443,-2.18293473853003
64.0,0,93017.55,143437.67,548.0,0.0,47.0,38.38,0.0,0.0,2019,6,13,3,2478,0,1,0,0,0,1,0,0,0,1,0,0,3,-0.2795956398783441,-0.3072440502352331,1.542049537946957,7.833333333333333,35700.13569,1,0.0,3.6732580732109796,6.195159400693416,-0.18413183429649438,-0.12838104908217915
28.0,1,68755.2,85089.39,641.1200000000001,0.0,23.0,23.58,0.0,0.0,2023,1,7,5,1174,1,1,0,0,1,0,0,0,0,0,1,0,1,-0.42170927067804803,-0.5039346655199378,1.2375702492140586,3.8333333333333335,16212.476159999998,0,0.0,3.201933104137889,4.8559242168715935,-0.9872787747596721,-0.5955435424170259
44.0,0,127945.26,529883.53,600.7,0.0,50.0,32.92,1.0,0.0,2017,3,23,3,3290,3,0,0,1,0,0,0,1,0,0,0,0,3,-0.07501101870112417,0.9954554291260581,4.141486210554878,8.333333333333334,42119.579592,0,0.0,3.5240048109237025,5.737595315112421,1.4927921752175433,0.33638428232406853
31.0,0,130878.74,127943.87,626.5,1.0,87.0,29.38,0.0,0.0,2015,11,8,6,3791,1,1,0,0,1,0,0,0,1,0,0,0,0,-0.05782853251663188,-0.35947326856177436,0.9775756551371324,14.5,38452.173812,0,127943.87,3.4137844971676268,5.420332093147061,-0.3528179658308869,0.36837865805682357
37.0,1,64564.79,1093055.04,603.1,2.0,95.0,42.29,0.0,0.0,2021,8,22,6,1677,3,1,0,1,0,0,1,0,0,0,0,0,2,-0.44625406455165817,2.893892723468174,16.92958406560403,15.833333333333334,27304.449690999998,0,2186110.08,3.7679216614538893,6.503076195155644,2.2492060861221734,-0.6961328787129701
28.0,1,64388.84,381590.31,659.7,0.0,4.0,18.36,0.0,0.0,2022,9,29,3,1274,1,1,0,1,0,0,1,0,0,0,0,0,1,-0.4472846693092027,0.4955626356392564,5.926342359857293,0.6666666666666666,11821.791024,0,0.0,2.963209081848431,4.28485705712571,1.1118949920560797,-0.7005251369850019
55.0,0,92374.0,146172.39,518.3,1.0,116.0,32.63,0.0,0.0,2022,1,13,3,1533,2,2,0,0,1,0,0,0,0,1,0,0,2,-0.28336515219273867,-0.2980253764468817,1.5823975360861025,19.333333333333332,30141.6362,1,146172.39,3.515418525752178,5.712267500739089,-0.15663207365935092,-0.1388161066637235
55.0,0,57642.46,137483.89,619.3399999999999,0.0,113.0,40.35,0.0,0.0,2017,9,21,3,3108,2,1,0,0,0,1,1,0,0,0,0,0,2,-0.48680073253286016,-0.3273140960269817,2.3851148961653426,18.833333333333332,23258.73261,0,0.0,3.7220724214697003,6.352164985262899,-0.24624168418984183,-0.880588970509414
53.0,0,163601.72,66790.99,660.8800000000001,0.0,67.0,33.67,0.0,0.0,2016,2,22,0,3685,2,0,0,0,1,0,0,1,0,0,0,0,0,0.1338421629595315,-0.5656181213943121,0.40825359293039065,11.166666666666666,55084.699124000006,0,0.0,3.545874759696932,5.8025856305616035,-1.3892184491563881,0.6761543708488846
25.0,0,79100.6,104675.44,768.0,2.0,85.0,64.94,0.0,0.0,2022,10,26,2,1247,1,1,0,0,1,0,0,1,0,0,0,1,0,-0.36111240532595895,-0.4379105731988447,1.3233204299167982,14.166666666666666,51367.92964000001,0,209350.88,4.188745237643585,8.058535847162311,-0.6585570113263104,-0.3755743524858789
62.0,1,17254.13,813597.11,599.6,1.0,53.0,48.76,0.0,0.0,2023,8,31,3,938,1,0,1,0,0,0,1,0,0,0,0,0,3,-0.7233702411846025,1.951846921982853,47.153760285383626,8.833333333333334,8413.113788,1,813597.11,3.907211448430924,6.982836100038436,1.9539564417820814,-3.1071104440599693
59.0,0,630676.48,68391.63,737.2,2.0,2.0,32.99,0.0,0.0,2018,5,20,6,2867,0,1,1,0,0,0,0,1,0,0,0,1,1,2.8696731932801836,-0.5602224033637324,0.10844170056871562,0.3333333333333333,208060.17075199998,0,136783.26,3.5260663637080247,5.7436921923097515,-1.3490390607198268,2.2848650552721947
61.0,0,52937.84,72870.92,538.3,2.0,68.0,36.9,1.0,0.0,2022,9,3,5,1300,1,2,0,1,0,0,0,1,0,0,0,0,0,-0.514357446113074,-0.5451228270585076,1.376537463535034,11.333333333333334,19534.06296,1,145741.84,3.634951112088381,6.074537019394976,-1.242343902338201,-1.0216829652494273
48.0,0,37094.89,166628.31,557.5,1.0,65.0,38.39,0.0,0.0,2021,9,25,5,1643,2,2,0,0,1,0,1,0,0,0,0,0,0,-0.6071555117199987,-0.22906897377289212,4.491947812636944,10.833333333333334,14240.728271000002,1,166628.31,3.6735119769828146,6.1959664298638675,0.03124384641276515,-1.6361593265131635
27.0,2,46983.14,44587.42,716.6,1.0,79.0,40.51,1.0,0.0,2016,5,10,1,3607,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.5492363443782048,-0.6404658091893424,0.9490089423365698,13.166666666666666,19032.870014,0,44587.42,3.7259343620649474,6.364746656387825,-2.105104680395225,-1.2232850459837241
29.0,2,105413.4,87955.47,664.3,1.0,57.0,13.29,1.0,0.0,2023,12,6,2,841,3,1,0,1,0,0,1,0,0,0,0,0,3,-0.20698852431251857,-0.4942731804058061,0.834386045788919,9.5,14009.440859999999,0,87955.47,2.659559991941776,3.645545226711637,-0.9337891764972301,0.05732933509113845
28.0,0,219078.3,634895.56,728.5,1.0,97.0,28.48,0.0,0.0,2021,5,7,4,1784,2,0,1,0,0,0,0,0,0,1,0,1,2,0.45878917790862883,1.3494483967507398,2.898030338911257,16.166666666666668,62393.499840000004,0,634895.56,3.383712067321136,5.336665625650533,1.692086159422287,1.0597829484450165
32.0,1,119122.86,127793.63,637.5,0.0,70.0,15.76,0.0,0.0,2023,10,11,2,897,2,0,0,1,0,0,0,0,0,1,0,0,0,-0.12668710516295933,-0.3599797239027094,1.0727884639348586,11.666666666666666,18773.762736,0,0.0,2.818995095053937,3.9698866482558417,-0.35457201757463713,0.2346450712624105
54.0,0,68603.44,117066.05,519.0,3.0,7.0,62.75,0.0,0.0,2015,6,18,3,3934,2,1,0,0,1,0,0,0,0,1,0,0,1,-0.42259818558572027,-0.39614213195854053,1.7064166169844193,1.1666666666666667,43048.6586,1,351198.15,4.154969184038536,7.92148975887743,-0.48663789252961603,-0.5990580298979478
53.0,0,129773.06,127393.74,617.9,0.0,19.0,32.12,0.0,0.0,2018,11,23,4,2680,1,1,1,0,0,0,0,0,1,0,0,0,1,-0.0643049125582444,-0.36132774324700195,0.9816655321144339,3.1666666666666665,41683.106872,0,0.0,3.500137329517059,5.6674509261219015,-0.3592528237834226,0.356420436106866
43.0,1,74947.7,128809.95,696.2,2.0,44.0,30.06,0.0,0.0,2020,12,22,1,1920,3,2,0,1,0,0,1,0,0,0,0,0,3,-0.38543748914298787,-0.3565537342055641,1.7186644820092059,7.333333333333333,22529.278619999997,0,257619.9,3.435920817720541,5.482700064749119,-0.3427544706885097,-0.45952039535371625
44.0,2,65071.36,243387.04,589.4,1.0,63.0,51.85,0.0,0.0,2019,10,21,0,2348,2,0,1,0,0,0,0,0,0,1,0,0,0,-0.4432868951738277,0.029682815177399444,3.7403097153073133,10.5,33739.50016,1,243387.04,3.967457712316247,7.200694410957877,0.5477284320474328,-0.6835663391577523
57.0,2,92237.6,231748.11,577.1,5.0,65.0,40.9,1.0,1.0,2022,6,2,3,1393,2,1,0,1,0,0,0,0,0,1,0,0,0,-0.2841640978530345,-0.009551731290047615,2.512512359357653,10.833333333333334,37725.178400000004,1,1158740.5499999998,3.735285826928092,6.395310782127793,0.48312069352649895,-0.14103890980905032
55.0,1,34506.49,123805.75,638.7,1.0,39.0,18.83,1.0,0.0,2019,2,26,1,2585,1,2,0,0,0,1,0,0,0,0,1,0,3,-0.6223167356724169,-0.37342276919695916,3.5878975229416876,6.5,6497.572066999998,0,123805.75,2.9871959425317045,4.339354790749426,-0.4020566698081052,-1.7662575225349555
64.0,0,78123.47,140128.31,555.2,2.0,83.0,31.96,0.0,0.0,2015,10,10,5,3820,2,2,0,0,1,0,0,0,0,1,0,0,0,-0.3668358200843528,-0.3183998213153505,1.7936774953571102,13.833333333333334,24968.261012,1,280256.62,3.495294705041271,5.653317610041028,-0.21826419759248902,-0.39484685459759883
60.0,1,108535.45,407966.84,623.6,1.0,109.0,28.01,0.0,0.0,2020,9,3,3,2030,2,0,0,0,0,1,0,0,0,0,1,0,2,-0.1887015133247859,0.5844772688516746,3.7588349244071058,18.166666666666668,30400.779545,0,407966.84,3.367640598133313,5.292447448959697,1.1914864664914342,0.10003015829726003
42.0,0,93155.54,56544.7,605.1,1.0,26.0,13.84,0.0,0.0,2022,4,6,2,1450,3,1,1,0,0,0,0,0,0,1,0,0,1,-0.27878738099517536,-0.6001581127100033,0.6069923484893439,4.333333333333333,12892.726735999999,0,56544.7,2.6973262377392344,3.7202150475476548,-1.6772218694998795,-0.1261547347151948
47.0,1,76912.2,156325.02,560.8,1.0,44.0,23.45,0.0,0.0,2018,10,29,0,2705,2,1,0,1,0,0,1,0,0,0,0,0,3,-0.37393068012794944,-0.2638011106851841,2.0325126572633145,7.333333333333333,18035.9109,1,156325.02,3.196630215920881,4.8425200051213,-0.05969468179951774,-0.4191390258443316
55.0,0,128772.33,178916.16,678.5,1.0,12.0,30.21,0.0,1.0,2015,2,21,5,4051,1,2,1,0,0,0,0,1,0,0,0,0,1,-0.07016656131651336,-0.18764693396252996,1.3893991045949903,2.0,38902.120893,0,178916.16,3.440738556282688,5.496362433464518,0.13125288748861164,0.3454924025540089
21.0,1,142194.02,94496.87,651.7,1.0,22.0,31.27,0.0,0.0,2019,9,17,1,2382,3,1,0,0,0,1,0,0,0,0,1,0,1,0.008449281640499262,-0.47222228206187267,0.6645628979287275,3.6666666666666665,44464.07005399999,0,94496.87,3.4741380060638702,5.591958512006325,-0.8191741408838631,0.48425428456181857
55.0,0,221402.03,150152.15,571.7,0.0,77.0,15.78,0.0,1.0,2020,6,30,1,2095,1,1,1,0,0,0,1,0,0,0,0,0,0,0.4724001309819378,-0.28460970347270914,0.678187774517342,12.833333333333334,34937.240333999995,1,0.0,2.8201877010390604,3.972404813208241,-0.11769716032460312,1.073253486586461
57.0,0,157253.86,85976.26,598.8,1.0,92.0,58.9,0.0,0.0,2016,3,8,1,3670,2,1,0,0,0,1,0,1,0,0,0,0,2,0.09666037997444513,-0.500945048585599,0.546735450560344,15.333333333333334,92622.52353999998,1,85976.26,4.092676505121403,7.674633541739957,-0.9704987753465129,0.6225172159596423
34.0,2,54104.35,254236.03,578.3,1.0,14.0,31.47,0.0,0.0,2019,11,11,0,2327,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.5075247620794102,0.06625449335399018,4.698994258230641,2.3333333333333335,17026.638945,1,254236.03,3.4803165861147547,5.6098128311023,0.6046955187582352,-0.9853467451623867
23.0,0,62852.05,63783.85,548.9,2.0,86.0,33.74,0.0,0.0,2019,1,23,2,2619,2,1,0,1,0,0,1,0,0,0,0,0,0,-0.4562862213714174,-0.5757551162954,1.0148252920785428,14.333333333333334,21206.281670000004,1,127567.7,3.5478917608129588,5.808614292583043,-1.4679268790783018,-0.739505168464949
21.0,0,40942.7,342365.3,569.22,0.0,30.0,40.46,1.0,0.0,2022,2,16,2,1499,3,1,0,1,0,0,0,0,1,0,0,0,3,-0.5846174537937299,0.3633360926897694,8.36205965878259,5.0,16565.41642,1,0.0,3.7247291070076334,6.3608175575157,0.9804358652243456,-1.4614830397196996
25.0,0,73068.94,154613.91,561.3,2.0,44.0,22.33,0.0,0.0,2020,2,27,3,2219,1,1,1,0,0,0,0,0,0,1,0,0,3,-0.3964420870076321,-0.26956922036587744,2.1160004510518973,7.333333333333333,16316.294301999998,1,309227.82,3.1497400860333387,4.725462940284264,-0.0754936653598586,-0.4993339668788284
46.0,0,177227.14,118940.22,550.1,2.0,84.0,41.6,0.0,0.0,2022,12,7,2,1205,3,1,0,0,1,0,0,0,0,1,0,0,0,0.2136513284925859,-0.38982435103255375,0.671117414631466,14.0,73726.49024000001,1,237880.44,3.751854253275325,6.44980619863884,-0.4625418763265545,0.7833662153859875
34.0,0,257185.2,80556.33,588.6600000000001,1.0,108.0,27.56,1.0,1.0,2016,9,18,6,3476,1,0,0,0,0,1,1,0,0,0,0,0,2,0.6819955003597202,-0.5192154991712894,0.3132230392716485,18.0,70880.24111999999,1,80556.33,3.3520071374713836,5.2497618993626745,-1.076455119906333,1.261660728175425
59.0,0,177227.14,334857.54,635.3,1.0,91.0,21.15,0.0,1.0,2019,11,19,1,2319,3,1,0,0,0,1,0,1,0,0,0,0,2,0.2136513284925859,0.33802761857862346,1.889425852034347,15.166666666666666,37483.54011,0,334857.54,3.0978374964911444,4.598912915026768,0.9532092026753897,0.7833662153859875
47.0,2,135034.49,103124.94,535.8,3.0,38.0,44.11,0.0,0.0,2016,12,22,3,3381,2,1,0,0,1,0,0,0,1,0,0,0,3,-0.0334867551869063,-0.4431372705239232,0.763693334934181,6.333333333333333,59563.713539,1,309374.82,3.8091039514203047,6.641535966928132,-0.6817830297894736,0.41227346399201253
29.0,0,407273.26,71892.41,629.9,3.0,59.0,69.81,0.0,0.0,2023,3,25,5,1097,3,1,0,1,0,0,0,0,1,0,0,0,3,1.5611172320256057,-0.5484213601765745,0.17652131151410108,9.833333333333334,284317.462806,0,215677.23,4.260000233663683,8.355237878121724,-1.2649670225786291,1.8076224381669714
35.0,2,80945.1,339770.04,523.5,1.0,42.0,47.58,0.0,0.0,2020,11,7,5,1965,0,1,1,0,0,0,0,0,0,0,1,0,3,-0.35030848105604884,0.35458753512776786,4.197536848997684,7.0,38513.67858,1,339770.04,3.8832119235740263,6.897825744392214,0.9711059992897318,-0.3399538239547335
35.0,1,61813.71,518525.97,590.0,2.0,52.0,52.54,1.0,0.0,2022,4,18,0,1438,3,2,0,1,0,0,0,0,0,0,1,0,3,-0.46236816592355545,0.9571693740009891,8.388526914039158,8.666666666666666,32476.923234,1,1037051.94,3.9804290380922063,7.248448109768049,1.4684204152630407,-0.7664892013996052
46.0,0,219332.68,152338.82,551.8,0.0,63.0,25.53,0.0,0.0,2018,1,11,3,2996,2,1,0,0,0,1,0,0,0,0,1,0,0,0.4602791764208434,-0.27723849274079715,0.6945559594644329,10.5,55995.633204,1,0.0,3.2782761681496484,5.052722038663912,-0.09682816355154972,1.061265834765349
62.0,1,48142.8,288705.57,659.7,3.0,61.0,14.9,0.0,0.0,2021,11,27,5,1580,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.5424437833487421,0.18245046401809098,5.996858720182522,10.166666666666666,7173.2772,0,866116.71,2.766319109226186,3.8600518131237567,0.7679646436712365,-1.181721815287791
33.0,0,168757.59,181783.25,609.3,1.0,105.0,69.76,0.0,0.0,2021,1,13,2,1898,3,1,1,0,0,0,0,0,0,0,1,0,2,0.1640420160500717,-0.17798204416326555,1.0771856246520397,17.5,117725.29478400001,0,181783.25,4.259293869291585,8.35224520712844,0.15340387196343422,0.7179305350114027
52.0,1,108535.45,546667.53,591.2,2.0,34.0,92.5,1.0,1.0,2023,9,8,4,930,1,0,0,1,0,0,0,1,0,0,0,0,3,-0.1887015133247859,1.0520338798865343,5.036764762065881,5.666666666666667,100395.29125,1,1093335.06,4.537961436294641,9.617692030835672,1.5276828651985552,0.10003015829726003
59.0,0,295898.6,90720.15,550.0,0.0,39.0,71.62,0.0,0.0,2020,6,3,2,2122,3,1,1,0,0,0,0,0,1,0,0,0,3,0.9087543194601475,-0.4849535121951011,0.3065920217253255,6.5,211922.57732,1,0.0,4.28524036598619,8.462860036654275,-0.8841388192092808,1.433242091958058
52.0,0,77202.57,140454.95,573.7,1.0,41.0,28.0,0.0,0.0,2020,3,19,3,2198,1,2,0,0,1,0,0,0,1,0,0,0,3,-0.37222987476592506,-0.31729872591756675,1.819304072366771,6.833333333333333,21616.7196,1,140454.95,3.367295829986474,5.291502622129181,-0.21485242783325584,-0.4132743825934547
24.0,2,438499.5,148267.79,746.3,1.0,108.0,18.59,1.0,1.0,2019,11,20,2,2318,2,1,1,0,0,0,0,0,0,1,0,1,2,1.7440209632232408,-0.2909618346378075,0.33812533423564195,18.0,81517.05705,0,148267.79,2.9750192319564492,4.31161222746202,-0.13597585184792113,1.8910306709237563
50.0,2,388089.44,251416.06,559.9,2.0,37.0,19.44,0.0,0.0,2023,3,14,1,1108,2,0,0,1,0,0,0,0,0,0,1,0,3,1.448750445098207,0.05674844391458239,0.6478302012014348,6.166666666666667,75444.587136,1,502832.12,3.017493765335504,4.409081537009721,0.5901727911623423,1.7525164349068618
57.0,2,68146.49,401128.13,596.02,1.0,65.0,14.27,1.0,0.0,2021,8,23,0,1676,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.4252747121214402,0.5614241458178223,5.88626252055115,10.833333333333334,9724.504123,1,401128.13,2.725890119230541,3.7775653535048206,1.1714566364679262,-0.6096962227315931
43.0,0,39299.84,171361.66,591.0,1.0,118.0,31.38,0.0,0.0,2018,1,4,3,3003,1,1,0,0,0,1,1,0,0,0,0,0,2,-0.5942402973969093,-0.21311296746288852,4.36036533470975,19.666666666666668,12332.289792,1,171361.66,3.477540948249489,5.601785429664367,0.0707854095876738,-1.533570362395809
59.0,1,31952.13,147802.96,636.1,3.0,79.0,73.91,0.0,0.0,2018,8,13,0,2782,0,1,0,1,0,0,1,0,0,0,0,0,0,-0.6372785746521336,-0.29252876512320986,4.625762351222726,13.166666666666666,23615.819282999997,0,443408.88,4.316287392959792,8.59709253178073,-0.14052771532997793,-1.9065479640137881
42.965289256198346,0,151391.92,57636.18,667.0,2.0,32.0,30.85,0.0,0.0,2017,10,2,0,3097,2,2,0,1,0,0,1,0,0,0,0,0,3,0.06232481161729868,-0.5964787605033753,0.3807084288224846,5.333333333333333,46704.407320000006,0,115272.36,3.4610373820181723,5.554277630799526,-1.6436669530521357,0.570649051479523
63.0,0,31891.98,176075.27,571.7,1.0,8.0,38.52,0.0,0.0,2015,12,21,0,3748,1,0,0,1,0,0,0,0,0,1,0,0,1,-0.6376308956306292,-0.19722350420686566,5.520988975738697,1.3333333333333333,12284.790696,1,176075.27,3.6768068728796672,6.20644825967316,0.10887990851471797,-1.9100107104045094
49.0,0,91437.16,103237.76,656.8,3.0,97.0,65.88,0.0,1.0,2018,2,16,4,2960,2,0,1,0,0,0,0,1,0,0,0,0,2,-0.28885257339795556,-0.44275695708166896,1.1290569392014247,16.166666666666668,60238.801008,0,309713.27999999997,4.202899968776446,8.11664955508121,-0.6800789159607699,-0.15416227090383375
56.0,1,128333.54,250924.01,820.5,2.0,18.0,27.06,0.0,0.0,2020,1,21,1,2256,1,1,1,0,0,0,1,0,0,0,0,1,1,-0.07273671796080393,0.05508975547936482,1.9552488772463128,3.0,34727.05592399999,0,501848.02,3.3343450746743146,5.201922721455981,0.5876187153199424,0.34066890955450096
33.0,0,110316.12,122176.39,645.4,0.0,45.0,91.63,0.0,0.0,2017,9,25,0,3104,1,1,0,0,1,0,0,1,0,0,0,0,3,-0.1782714651655553,-0.37891530164042253,1.1075116673691252,7.5,101082.66075599998,0,0.0,4.5286130632659365,9.57235603182414,-0.4219891828571966,0.12373607905450938
52.0,0,127422.92,137523.95,729.1,0.0,93.0,89.66,0.0,0.0,2023,6,1,3,1029,2,1,0,1,0,0,0,0,1,0,0,1,2,-0.07807055884921027,-0.3271790547533005,1.0792716883188735,15.5,114247.390072,0,0.0,4.507116245512703,9.468896451012652,-0.24581305015278435,0.33059587470755813
27.0,0,112800.26,58560.31,638.5,1.0,96.0,31.01,0.0,0.0,2020,3,18,2,2199,0,0,0,0,1,0,0,1,0,0,0,0,2,-0.16372093090919612,-0.5933635410264163,0.519150487769096,16.0,34979.360626,0,58560.31,3.4660483539817717,5.568662316930341,-1.6158478168850527,0.1560580492180711
42.0,0,212632.26,45797.44,525.4,1.0,33.0,24.81,1.0,0.0,2021,5,23,6,1768,3,1,1,0,0,0,0,0,1,0,0,0,3,0.4210323180545702,-0.6363868615612924,0.21538331013264223,5.5,52754.063706,1,45797.44,3.2507620137305224,4.980963762164908,-2.055854009600221,1.0215084043776206
48.0,0,55748.74,598804.79,622.1,1.0,5.0,46.93,0.0,0.0,2021,11,4,3,1603,3,0,0,0,1,0,0,0,0,0,1,0,1,-0.4978929566957304,1.2277872996730066,10.741135853281328,0.8333333333333334,26162.883682,0,598804.79,3.86974161317154,6.850547423381579,1.6283656252380536,-0.9356765613837255
22.0,0,65762.36,178220.84,562.04,1.0,82.0,27.83,1.0,0.0,2022,6,29,2,1366,2,0,0,0,0,1,0,0,1,0,0,0,0,-0.43923945051646374,-0.18999084056302892,2.7100736651982977,13.666666666666666,18301.664788,1,178220.84,3.3614165116503107,5.275414675643991,0.12581662346835162,-0.6666108633812984
62.0,2,122638.54,216000.25,552.3,1.0,112.0,18.57,0.0,1.0,2019,4,2,1,2550,2,0,0,1,0,0,0,0,1,0,0,0,2,-0.1060944564900195,-0.0626373796213675,1.7612754522211267,18.666666666666668,22773.976878,1,216000.25,2.9739977814079848,4.309292285283049,0.3892194609159574,0.2762283439219729
42.965289256198346,0,162448.3,85939.04,611.9399999999999,1.0,74.0,62.84,0.0,0.0,2018,10,9,1,2725,3,0,1,0,0,0,0,1,0,0,0,0,0,0.12708615193681538,-0.5010705162892038,0.5290239417677561,12.333333333333334,102082.51172000001,0,85939.04,4.1563799531415535,7.927168473042566,-0.9711988103742609,0.6665942251045703
48.0,0,169437.46,300398.9,587.6,3.0,36.0,60.84,0.0,0.0,2015,4,28,1,3985,1,0,0,0,1,0,0,0,1,0,0,0,3,0.16802426814732502,0.22186839154615348,1.772919046344457,6.0,103085.750664,1,901196.7000000001,4.124550404279167,7.8,0.8181018471093753,0.7233259254108138
48.0,1,129409.26,264765.0,515.2,1.0,97.0,35.79,0.0,0.0,2020,7,17,4,2078,0,0,0,0,1,0,0,0,0,1,0,0,2,-0.06643582481055849,0.10174739198980595,2.0459509620714473,16.166666666666668,46315.574153999994,1,264765.0,3.605226069116683,5.98247440445841,0.657257945125515,0.35245934120971006
64.0,1,200806.33,92809.19,816.7,2.0,23.0,17.61,0.0,0.0,2018,8,24,4,2771,1,1,1,0,0,0,0,1,0,0,0,1,1,0.35176343643827396,-0.477911409789437,0.46218259155245667,3.8333333333333335,35361.994713,0,185618.38,2.9236990706541595,4.196427051671457,-0.8478119869847963,0.947566906173311
64.0,0,48687.4,77524.26,664.6,0.0,40.0,17.91,0.0,0.0,2017,1,14,5,3358,2,0,1,0,0,0,0,1,0,0,0,0,3,-0.5392538580804347,-0.5294365324885748,1.592285889129584,6.666666666666667,8719.913340000001,0,0.0,2.9396908826703663,4.232020793899765,-1.1395362645233946,-1.1626114894267428
42.965289256198346,1,50497.96,97463.25,619.6,0.0,5.0,34.94,1.0,1.0,2020,6,20,5,2105,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.5286487330459384,-0.4622226881172312,1.930043312602528,0.8333333333333334,17643.987223999997,0,0.0,3.581850881355413,5.911006682452659,-0.7702966039738025,-1.1008588811386208
50.0,1,246210.75,159564.28,607.2,0.0,34.0,25.79,0.0,0.0,2017,5,18,3,3234,2,0,0,1,0,0,0,0,1,0,0,0,3,0.6177140545999397,-0.25288164497913185,0.6480800696125247,5.666666666666667,63497.752425,0,0.0,3.2880286835565173,5.078385570237849,-0.030346908134771897,1.207367237761732
31.0,1,153487.31,182951.23,696.2,3.0,24.0,27.92,0.0,0.0,2018,12,24,0,2649,3,1,0,1,0,0,0,1,0,0,0,0,1,0.07459829216808578,-0.17404481234014701,1.1919632313499275,4.0,42853.656952,0,548853.6900000001,3.3645333972905638,5.2839379254491625,0.1623076888646191,0.5894596890852414
48.0,0,287529.1,167188.27,766.0,2.0,17.0,55.2,1.0,0.0,2023,12,12,1,835,3,1,1,0,0,0,0,1,0,0,0,1,1,0.8597310371738841,-0.22718136239968933,0.5814655629618656,2.8333333333333335,158716.0632,0,334376.54,4.028916756899646,7.429670248402684,0.03599155225433063,1.398500340747167
45.0,2,36535.0,403976.13,654.8,1.0,95.0,47.78,1.0,0.0,2017,11,24,4,3044,2,0,1,0,0,0,0,0,0,1,0,0,2,-0.6104349962195812,0.5710246836971024,11.057236348404071,15.833333333333334,17456.423,0,403976.13,3.887320392787774,6.912307863514182,1.1798475649985165,-1.6633667037635924
